schema_version,record_id,dataset_id,source_url,source_version,license_spdx,source_split,image_path,label_path,label_sha256,sha256,source_key,lineage_id,component_id,ahash64,dhash64,included,final_split,exclusion_reason,instances_person,instances_helmet,instances_vest,instances_bare_head
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.0656718e15f8284dff20b11cb18f4290.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.0656718e15f8284dff20b11cb18f4290.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-1975-_png_jpg.rf.0656718e15f8284dff20b11cb18f4290.txt,49ea26a32a2da3cc75dd768814d5616094310aaf83021cc7adf677a8b48bdd41,9ea0b352cf03dad24267dbe2525974367c72a75c17efda46984dacaf152457a0,construction_site_safety:-1975-_png_jpg,construction_site_safety:-1975-_png_jpg,grp_000906398480fd77,cf0701033e3fbf7f,61e0b0b20f0d851b,true,train,,6,0,0,3
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.3f80e3806fd33c05aa789fc1f29b4c9c.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.3f80e3806fd33c05aa789fc1f29b4c9c.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-1975-_png_jpg.rf.3f80e3806fd33c05aa789fc1f29b4c9c.txt,f4875be9b9149f33e391a6b4d63d9d709d823f19419e25190dedbd4df0d6b792,e1dc0680d1c87944c9ac5952ea3f5fff1b3eb134613a84e81a4eca7d4fa235b7,construction_site_safety:-1975-_png_jpg,construction_site_safety:-1975-_png_jpg,grp_000906398480fd77,47430307077f8787,61688cd01133d3d0,true,train,,8,1,0,4
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.52e99d7040a4ec25730fd0d8654de5c7.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.52e99d7040a4ec25730fd0d8654de5c7.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-1975-_png_jpg.rf.52e99d7040a4ec25730fd0d8654de5c7.txt,8f2890134a4a148ddf4870ddc33908c48266563e3aec469263f04ee4a7b59b2c,4671af5758dcc0c45c9f2437ba33e5e2103684d1341686728af2a3450e12e683,construction_site_safety:-1975-_png_jpg,construction_site_safety:-1975-_png_jpg,grp_000906398480fd77,080c0f0ffe0e1e0e,8707444393678327,true,train,,7,1,0,3
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.a975f7bd606f62685d1ab609beba212b.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.a975f7bd606f62685d1ab609beba212b.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-1975-_png_jpg.rf.a975f7bd606f62685d1ab609beba212b.txt,c8c9f7339c5a626de68430750e10815dba7d83d7e5c58274553d5af2cac6b8e0,bc47311d4b026db34130c60a2175361420057cae8e48acad7bc9a43d83eb5d95,construction_site_safety:-1975-_png_jpg,construction_site_safety:-1975-_png_jpg,grp_000906398480fd77,010084c75b7f777f,7262d3d1495a1919,true,train,,8,3,0,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.cb326b272486816cbbfe3ebd8388e4de.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-1975-_png_jpg.rf.cb326b272486816cbbfe3ebd8388e4de.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-1975-_png_jpg.rf.cb326b272486816cbbfe3ebd8388e4de.txt,bfa42cd99dd0cdbd0fbcf307446079293d4e9afbef33665a3990e5c677d332e4,6879749649e154da9ba491cb039e50e4421373335683beef31e30edeb9a7657f,construction_site_safety:-1975-_png_jpg,construction_site_safety:-1975-_png_jpg,grp_000906398480fd77,060707fbfbfba103,01036369e91d9c94,true,train,,8,0,0,3
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.371b56719fd4ca377562a54aa031795c.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.371b56719fd4ca377562a54aa031795c.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2252-_png_jpg.rf.371b56719fd4ca377562a54aa031795c.txt,00b27d8315291a362cdd666ce314a4ef769424008a88a172692bca7737aa62ed,a7a46219a84f4ea806143df37c9674547ada1168883740e8ecedd630a00af7a0,construction_site_safety:-2252-_png_jpg,construction_site_safety:-2252-_png_jpg,grp_b7ac536b0ac0a583,ff3f3f3c0407070c,b7a7b3b702c26226,true,train,,1,1,0,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.37e3706f04ae7bb63e2bf1343ea6b2b5.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.37e3706f04ae7bb63e2bf1343ea6b2b5.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2252-_png_jpg.rf.37e3706f04ae7bb63e2bf1343ea6b2b5.txt,5e8b02bbed5247b24216549d3eadce8cc8becd1eef469b83ce0411936cd5f248,183e59b090ef1b9c59fe3d7298238522375dbea3c6c4dedd8ac493c5aaf424f5,construction_site_safety:-2252-_png_jpg,construction_site_safety:-2252-_png_jpg,grp_b7ac536b0ac0a583,b331b080e707ffcf,98bebeded1d312e3,true,train,,4,1,1,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.4af8b22a0146c856c84255de9e78386c.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.4af8b22a0146c856c84255de9e78386c.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2252-_png_jpg.rf.4af8b22a0146c856c84255de9e78386c.txt,0d75aa2eba986c167c80a200dd6ecce43c69cde7133ea8d257e10cd31731d371,13f6ad969f9ee6e12de0eb55066949556e309518ee2e4686bd89d40faf7c210f,construction_site_safety:-2252-_png_jpg,construction_site_safety:-2252-_png_jpg,grp_b7ac536b0ac0a583,ddd8f8f3000100cc,eaef6cdceaa469e2,true,train,,4,2,3,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.aa7ac35f38a9290b2fa34440c25c49a2.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.aa7ac35f38a9290b2fa34440c25c49a2.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2252-_png_jpg.rf.aa7ac35f38a9290b2fa34440c25c49a2.txt,3a8bdd1b501661a367a7ee2e1104d84a4189237e6144f26218aede23cdfde31a,3965ad6099b183f81c6efc8ba799e8e8a4e333c98a6a06c2744cae42cd07c006,construction_site_safety:-2252-_png_jpg,construction_site_safety:-2252-_png_jpg,grp_b7ac536b0ac0a583,fdfc7c0ce6fb6000,a6a72f236b683bd9,true,train,,3,2,1,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.b6659810ea62159bacc670887bb2639c.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2252-_png_jpg.rf.b6659810ea62159bacc670887bb2639c.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2252-_png_jpg.rf.b6659810ea62159bacc670887bb2639c.txt,adb19db88a9b83bc4fdad5426aef3ab1f5df872f7eaba459be1259ba47591930,a8e9ac20dc2946b06af555936085f4fc32ecc45429972976c11e813ed2a4a457,construction_site_safety:-2252-_png_jpg,construction_site_safety:-2252-_png_jpg,grp_b7ac536b0ac0a583,f1efe7f713250405,746771590896b6f2,true,train,,4,1,0,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.447cbe42edf7769b46ccaea006d2cccf.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.447cbe42edf7769b46ccaea006d2cccf.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2270-_png_jpg.rf.447cbe42edf7769b46ccaea006d2cccf.txt,b16c6c61787b4444849c072aa2c968cfb82676b771d8f7a3d4a228ed804f66f0,1256efd27ad3d7ba06d9a9fe8f23c6066a0c2ec5d7f8903d1b03de0c74dc8d54,construction_site_safety:-2270-_png_jpg,construction_site_safety:-2270-_png_jpg,grp_da0babdd07bb27d4,fcf8f000d1fb6f47,0f0e8e6e68692571,true,train,,2,1,0,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.886787ea83b8aae214e984b7607b90c9.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.886787ea83b8aae214e984b7607b90c9.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2270-_png_jpg.rf.886787ea83b8aae214e984b7607b90c9.txt,34611801da5d83e5075d5bc17417474dd5561f6fdd3f824600e714fb2317c468,eb49cb2033a847acc3d394b0570891e62b7ca14700bebe38a4e695644e8207fb,construction_site_safety:-2270-_png_jpg,construction_site_safety:-2270-_png_jpg,grp_da0babdd07bb27d4,f8f8e0a1f5e07010,ecfcb49c32325c0e,true,train,,5,4,1,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.a6cc22fe71f9beb799c75616d1f98dc2.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.a6cc22fe71f9beb799c75616d1f98dc2.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2270-_png_jpg.rf.a6cc22fe71f9beb799c75616d1f98dc2.txt,be9df1fe6d8c85a4abf7c568dbddf7715189457743bce22ae28b5c8395549592,df7741f46cbb4193109bda6c4ec4e47787c1f44bd7f011f0296d65d7bb093f24,construction_site_safety:-2270-_png_jpg,construction_site_safety:-2270-_png_jpg,grp_da0babdd07bb27d4,7f7f7fc1c76f0300,293f34e0622329ac,true,train,,3,0,0,3
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.d262bbab3690e176ca72da96001a9c28.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.d262bbab3690e176ca72da96001a9c28.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2270-_png_jpg.rf.d262bbab3690e176ca72da96001a9c28.txt,90497d54d454a55fc52328904f70342bb501215c198e6db3c0ec1ffba419dca2,da2ade54b8a1702d8683ee6ca251664710c540cdb1c35a7e0bab8002bb35216f,construction_site_safety:-2270-_png_jpg,construction_site_safety:-2270-_png_jpg,grp_da0babdd07bb27d4,1fbd1c1f111f3f3f,839e8f091c849d9c,true,train,,3,1,0,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.d44b73598f8b7bc660e359d1c3b61fba.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2270-_png_jpg.rf.d44b73598f8b7bc660e359d1c3b61fba.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2270-_png_jpg.rf.d44b73598f8b7bc660e359d1c3b61fba.txt,1399faea7f87b85161e7d654f0a953c294ecf6fa715cac8e4c279c966e256705,4017547fce0b2a253915eb5a4ed62a071e7067fe8a9fb6c601abe0b14b9a4b9f,construction_site_safety:-2270-_png_jpg,construction_site_safety:-2270-_png_jpg,grp_da0babdd07bb27d4,fffcf4e0204838ef,131777b936670634,true,train,,2,2,0,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.18acec5f76ad3baa2b258e182bbb4e29.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.18acec5f76ad3baa2b258e182bbb4e29.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2297-_png_jpg.rf.18acec5f76ad3baa2b258e182bbb4e29.txt,54e9f512e6b9dee908e6508b29955eba71a369ae1b9c92947a57a326a20d91a3,b5c595794d154c813b918f162fea340e79a1bb1bf54a7da1b891513b399c1e54,construction_site_safety:-2297-_png_jpg,construction_site_safety:-2297-_png_jpg,grp_c6a1a5e6bc6bfb5a,0800c007070f0f0f,24367d70b2b4a496,true,train,,15,10,11,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.28272db65d4584487643e8bba61a03a4.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.28272db65d4584487643e8bba61a03a4.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2297-_png_jpg.rf.28272db65d4584487643e8bba61a03a4.txt,fe428f9c7acf5b896fe29fd10e9353063e9a7fb761a24e1becbad32a9a87e53f,c6e45bc0b1ea3bd6244d7b637dffe4b47118fa1abe1ccff7071da309ff6bc9ee,construction_site_safety:-2297-_png_jpg,construction_site_safety:-2297-_png_jpg,grp_c6a1a5e6bc6bfb5a,0f0f0f0070f8f0f0,c0e0e6630d5f59da,true,train,,5,2,0,0
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.2ead493903e3796944a94efd314ce43e.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.2ead493903e3796944a94efd314ce43e.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2297-_png_jpg.rf.2ead493903e3796944a94efd314ce43e.txt,e758fef7898cb307b8e2973ef946ee04c0446da745e65a51be7fb6569bc60ead,32a42ebe2e955da1b2b9e67838607c0b682fc1df855c0e36e5765b749ba1bdd8,construction_site_safety:-2297-_png_jpg,construction_site_safety:-2297-_png_jpg,grp_c6a1a5e6bc6bfb5a,0f100000c790fbff,878b9a68e0dc3933,true,train,,6,4,4,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.d9a497915eb2d48620ef7a1bdc94ef0c.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.d9a497915eb2d48620ef7a1bdc94ef0c.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2297-_png_jpg.rf.d9a497915eb2d48620ef7a1bdc94ef0c.txt,3a9120886912aff885b555ad4e28993a831c2ec1e4e215d7ebd53958ecdf55fa,bc4299727f2a0c72f3b57e9ac33183bfb97d10944cd4c8d46f4b2cb5fd669198,construction_site_safety:-2297-_png_jpg,construction_site_safety:-2297-_png_jpg,grp_c6a1a5e6bc6bfb5a,cfcd0d0f0500c0e0,e4a6222236fbfbfa,true,train,,6,3,3,1
eovrt.finetuning-split.v1,candidate:construction_site_safety:train:datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.ef7c136f5871a020c0c5686e0b440951.jpg,construction_site_safety,https://universe.roboflow.com/roboflow-universe-projects/construction-site-safety,27,CC-BY-4.0,train,datasets/raw/construction_site_safety/train/images/-2297-_png_jpg.rf.ef7c136f5871a020c0c5686e0b440951.jpg,datasets/processed/yolo/canonical_v2/construction_site_safety/labels/train/-2297-_png_jpg.rf.ef7c136f5871a020c0c5686e0b440951.txt,a0d5dec610688f230004788149d4a89a8d3d3e2ffcbb38aee30c73b54ae36419,db8c0dfb30b9df0e361227d5307a52a036bb51cfec82aaa7ade613fd1e432933,construction_site_safety:-2297-_png_jpg,construction_site_safety:-2297-_png_jpg,grp_c6a1a5e6bc6bfb5a,000404f8f9f0f1f0,1d13174dfc7eb49b,true,train,,7,5,6,0
